deposit_avg,monthly_avg,safe_score,cvt_score
3568,59,9,3
4145,68,5,5
3098,49,2,1
3889,47,1,8
2396,69,8,4
3485,45,6,9
2683,52,2,1
4003,69,3,5
3058,69,5,1
3938,59,8,4
2139,42,7,4
3841,51,1,8
3024,59,3,4
3788,46,3,5
2266,48,5,8
4437,66,1,3
3674,57,3,4
3764,50,7,8
2455,50,4,4
2836,54,1,4
2151,40,9,9
3176,62,2,7
2642,55,9,7
3192,44,3,6
2762,55,6,3
2970,54,3,4
3042,67,7,8
2956,63,2,7
3401,55,6,5
2253,41,8,3
3194,41,7,1
3137,59,9,1
2128,50,3,5
3284,52,5,3
3772,51,6,4
2288,67,2,4
3530,68,3,2
4409,59,5,7
3519,55,1,6
3125,68,9,3
3047,50,6,4
2753,46,3,4
3970,49,9,1
3022,46,7,6
2251,67,8,5
2446,46,3,6
4264,52,5,6
3657,53,8,2
4088,48,6,4
4402,44,7,6
3442,58,3,4
3963,54,6,2
3653,51,5,5
2131,64,6,2
4294,46,4,6
3156,62,6,8
2626,51,9,7
3514,48,2,4
2567,69,1,9
2451,48,5,9
2268,47,8,5
2522,60,4,4
4357,58,7,1
2567,52,8,5
3151,69,4,2
4334,69,7,3
2348,43,1,6
3652,70,5,4
3368,62,1,9
3477,60,2,2
2729,44,5,1
2947,63,2,4
2350,57,4,5
3198,48,3,2
2987,70,4,2
2893,52,1,2
3953,61,8,6
2442,61,2,8
3394,62,1,7
4222,43,6,1
4273,52,7,7
2590,63,3,3
2198,59,4,2
4023,43,4,4
2830,60,7,8
2157,44,2,5
4131,57,5,1
3209,69,2,3
4377,59,3,7
3638,58,7,3
3095,48,1,4
2177,50,1,6
4497,66,8,4
4403,52,6,8
2650,45,7,8
2918,50,7,1
4227,41,2,4
3121,51,1,4
4408,69,6,5
3724,67,9,5
2254,60,7,2
2178,54,5,9
4370,43,3,6
3390,46,5,1
2926,68,6,8
3676,70,9,2
3786,43,4,4
3009,65,8,7
2344,64,6,7
2818,54,1,4
2546,61,9,8
3889,56,3,4
2530,51,7,8
3914,41,9,1
3597,64,8,7
3079,65,9,1
2952,43,7,8
4299,48,1,4
4328,44,4,9
2955,66,9,3
3954,62,4,7
3645,40,8,1
3351,46,1,1
2507,44,4,9
4407,46,9,9
3752,49,7,4
2464,45,9,1
2824,65,7,4
3619,62,3,3
2669,52,5,6
2897,41,6,8
2165,55,1,5
3626,67,3,3
3999,48,9,8
2189,67,2,3
2991,57,6,2
3722,47,7,2
3205,51,1,3
4066,58,7,3
2228,41,1,1
3115,56,7,9
3588,65,3,5
2828,56,7,7
3896,53,5,3
3304,58,4,8
3301,51,5,4
3951,66,3,7
3387,51,1,5
3307,58,6,1
4299,45,9,8
4371,47,4,7
4219,48,2,5
3333,63,3,3
3607,50,8,9
3118,50,9,7
3281,62,5,2
2527,58,3,7
4329,52,2,8
3600,67,6,1
2656,42,8,6
2990,70,1,5
3099,42,8,6
2366,52,5,8
2866,56,4,7
2453,57,6,7
3943,58,2,8
2465,60,4,1
4486,46,2,8
4109,41,3,9
4343,63,4,2
2391,66,3,1
3665,53,3,9
2325,66,4,5
3593,40,8,3
4293,54,3,9
3111,53,1,3
4048,46,7,2
3186,58,9,2
3656,51,3,5
3706,66,9,9
2857,41,3,6
4004,64,3,2
2988,70,5,7
3026,67,4,5
3142,45,2,3
2570,56,2,1
3766,63,3,3
3584,55,1,5
4217,61,1,1
4483,60,9,3
3321,57,1,6
4191,44,7,4
4030,52,7,1
4174,53,9,7
2481,63,3,3
2777,54,7,3
3200,59,4,3
3190,68,4,1
4333,61,2,4
3394,68,4,2
4190,54,9,8
3215,65,7,3
3626,51,2,7
4090,45,5,1
3929,43,5,5
3402,47,1,3
2211,57,7,7
3500,68,7,7
2536,63,2,7
3819,42,5,4
3171,65,5,6
3402,48,2,1
4265,67,4,5
4191,58,7,5
2129,59,9,7
3765,47,1,8
3046,61,9,1
4313,65,4,3
3532,48,7,3
2194,68,9,8
4197,41,3,4
2429,44,7,4
4440,45,5,6
3296,62,3,2
3579,67,7,8
2197,51,1,3
4232,57,9,6
4045,55,9,3
2577,42,8,8
3708,58,1,4
4150,58,2,3
3878,57,2,2
3109,42,5,6
3616,53,9,2
3638,49,1,3
2536,68,4,5
4320,59,1,2
2820,53,6,7
3095,63,1,2
2639,52,8,3
3179,58,7,1
3016,41,6,1
2142,54,3,6
2705,53,3,5
3502,70,1,8
2873,59,5,8
2922,46,2,6
2610,46,4,2
2125,45,1,1
3034,59,2,6
3421,47,8,4
3720,65,2,9
2500,40,7,2
4080,68,7,2
2147,42,6,3
3341,62,9,6
4169,70,2,9
3648,66,5,9
2249,65,7,5
2395,67,5,4
3812,51,5,3
3693,66,9,3
2441,59,2,8
4387,40,8,2
2267,58,9,5
3342,62,3,9
3621,50,7,1
4450,45,5,5
2825,57,1,1
2236,59,7,3
3295,60,4,5
2249,55,6,7
4019,44,6,9
4067,68,4,1
2468,54,8,1
3931,67,1,2
2440,51,7,2
2346,66,5,8
2575,53,1,7
4047,52,9,4
4472,61,5,1
3791,52,5,1
3460,61,9,5
4097,64,2,5
2717,58,9,3
4178,63,8,7
4330,40,9,4
4128,70,4,2
3907,41,4,9
2579,48,1,9
3661,61,6,5
4265,51,8,5
3375,60,7,6
3033,45,9,7
3334,47,2,5
3448,60,5,1
2190,52,3,2
3596,62,8,4
3198,67,7,5
2877,49,1,8
3858,43,4,8
3527,69,2,4
3214,46,9,5
2499,63,7,6
2655,45,4,5
3064,50,1,7
3453,62,4,7
2745,48,5,1
2775,50,8,5
2595,50,7,9
3518,64,5,7
2143,49,9,9
3134,50,5,1
3968,62,6,4
4468,49,2,1
3070,60,3,2
4196,52,3,6
3996,52,3,8
3176,65,8,2
4180,69,5,3
4344,69,8,5
3634,60,9,6
3778,48,4,5
4233,58,6,3
4221,68,2,6
2824,69,5,3
3741,64,3,3
3775,56,9,7
4065,52,4,1
3824,67,6,9
3128,48,5,2
3985,58,9,7
3091,68,1,2
4228,49,5,6
3542,42,5,4
3207,53,8,5
2825,56,4,2
3418,40,8,4
3703,40,2,3
4097,44,1,2
3704,40,5,6
3477,64,5,3
3460,53,2,8
3418,40,3,4
4480,70,4,9
4255,50,5,2
2882,48,2,1
2446,58,9,6
4457,58,1,5
3897,47,2,7
4343,64,2,1
2620,62,5,9
2131,47,2,8
2392,68,2,2
3651,61,4,9
2327,65,7,2
3299,42,7,1
4303,66,2,9
3878,46,4,2
4068,49,1,5
3011,47,6,4
2625,62,7,9
2186,64,4,1
4024,57,5,2
2195,66,7,1
3622,48,5,7
3541,66,5,3
4248,49,1,7
2345,65,9,8
2476,62,3,6
3812,66,4,7
3491,48,5,2
2715,61,5,9
3394,63,4,8
3021,50,5,8
3769,40,9,4
3591,49,9,1
4136,66,8,1
3949,52,7,6
3636,51,7,6
4010,69,5,7
2369,47,4,5
3506,46,3,7
4353,61,2,9
3768,48,6,5
2199,65,2,7
3902,40,5,2
2877,64,8,7
2249,46,2,2
4238,48,8,1
2817,59,9,6
3552,48,4,6
4121,64,9,7
3681,60,1,4
3331,40,1,3
2623,61,5,1
3881,57,8,2
4305,68,6,9
2797,47,3,4
2387,62,8,4
3513,45,4,1
4312,52,3,2
3166,47,8,7
3439,45,8,2
3897,68,7,2
3119,67,7,6
2145,70,9,3
4092,47,2,6
3194,43,7,5
3514,65,9,4
4306,42,9,8
4217,68,5,4
4300,44,9,2
2652,65,5,6
4312,57,4,9
3624,49,1,2
3624,58,1,8
3986,49,4,3
3511,69,6,8
4410,49,3,8
2842,63,4,3
4347,53,9,5
3750,45,8,5
3568,52,9,1
3593,47,4,6
3019,55,9,4
3273,66,9,5
3669,49,1,7
2302,44,9,3
2598,62,6,1
2424,49,8,6
3270,61,3,6
2515,51,3,8
2835,66,8,7
4198,49,3,6
2971,40,2,4
2299,50,6,8
3146,43,5,2
2493,60,9,6
3137,70,3,7
2522,62,1,1
2593,65,5,4
3667,48,8,2
3303,48,4,8
3818,60,2,1
3672,69,2,1
2125,70,7,1
2689,46,7,7
3261,63,9,7
3805,54,9,6
3840,52,8,4
2385,68,7,4
3590,45,1,8
3364,51,7,9
3669,46,5,5
2507,61,1,8
2566,48,5,4
4390,42,6,9
3029,46,4,3
3549,69,5,9
4008,48,6,1
2549,49,7,3
3244,53,3,7
3420,61,4,4
3366,48,5,6
3664,63,1,9
3847,64,7,4
2705,47,1,8
4166,54,9,9
4290,63,1,3
3038,49,2,4
3016,62,6,7
4258,55,6,8
2253,42,4,7
2352,59,5,4
4159,63,4,8
3613,49,3,8
3216,40,1,7
4417,45,5,8
2759,62,3,8
3976,67,1,3
2396,70,1,3
2247,68,1,7
3832,42,2,3
3184,46,9,2
4296,44,7,4
2976,46,9,9
2421,66,5,3
2874,69,8,5
3015,46,8,4
3121,41,1,5
2634,63,6,4
3933,58,8,5
3892,68,1,3
4230,41,9,7
3558,49,3,9
3524,70,7,2
2507,50,2,7
2955,70,9,6
2853,51,7,5
3463,61,1,9
4161,52,9,7
2221,61,6,1
4487,45,7,7
4158,65,1,1
3155,60,9,8
4233,60,7,6
3442,47,7,9
3325,44,1,9
2486,46,4,7
3632,58,1,5
4001,64,6,4
3470,47,2,8
3158,55,8,4
2449,69,2,7
2151,60,4,4
2144,60,1,2
2449,67,7,9
2815,70,3,5
4475,61,6,4
3321,49,8,8
2686,42,4,2
3616,67,1,3
2693,56,6,7
3963,59,6,5
3293,63,3,3
3798,55,3,8
3165,65,9,3
2526,48,1,5
4122,52,8,7
3339,42,6,1
4150,56,7,7
3946,70,6,6
4444,55,6,9
2156,67,6,4
3886,54,8,9
2279,58,8,9
4261,54,7,6
2501,68,7,4
4280,57,8,2
3503,45,1,7
2279,64,6,4
2749,70,8,9
3400,64,9,5
3133,56,6,3
3607,46,5,4
2230,47,7,8
2477,50,3,8
2237,47,9,3
4146,52,1,3
3432,48,8,8
4219,43,1,2
2363,41,8,9
3467,42,8,6
3811,52,5,1
3187,49,7,6
2457,50,8,1
2704,66,4,5
2126,58,9,5
2361,60,1,2
4402,62,2,2
2428,62,5,5
2765,44,5,4
4280,66,3,2
3131,42,2,9
4007,54,2,6
4124,54,3,3
2813,48,5,5
3448,70,8,2
3534,64,9,9
2959,66,8,1
3425,50,6,2
3593,42,4,2
4382,49,8,9
2848,53,5,8
2732,69,8,4
3200,68,8,8
2377,53,9,4
3987,67,1,2
2566,42,5,4
2227,42,1,1
3571,42,6,3
3102,64,3,6
2382,50,2,6
2830,56,9,8
2631,47,8,9
2465,46,1,1
3092,53,3,9
2528,56,3,5
3712,64,3,5
3400,47,7,6
3386,49,3,3
3582,61,2,3
4351,65,7,5
4187,56,8,7
3685,40,1,2
4110,61,1,7
4058,44,4,5
3898,55,2,7
3378,58,3,1
2894,59,2,5
4491,61,5,6
4349,49,4,2
2362,51,4,4
3367,61,2,6
2144,59,3,7
2971,66,3,2
2136,69,1,1
3734,66,1,3
4101,66,2,4
2435,65,7,4
4158,40,7,9
3816,63,9,1
2805,47,5,1
3904,53,3,5
2974,54,7,3
3105,55,6,8
3678,59,3,5
2270,57,6,2
4116,43,4,9
4018,43,2,2
2756,45,5,1
3123,66,5,7
2812,45,9,1
3106,64,8,4
3801,42,7,9
3484,68,4,3
3620,57,3,1
4070,54,8,2
2994,43,4,6
4099,52,9,7
2499,55,3,6
2153,49,9,3
2208,42,1,3
3500,56,1,9
3375,65,9,8
4351,59,5,5
2665,40,9,2
3522,70,5,1
3766,63,1,5
3207,40,4,7
2799,55,4,7
3186,58,4,4
4276,51,4,2
3150,51,2,6
2408,70,6,3
3203,49,4,4
2288,49,2,8
3595,65,8,4
3570,56,7,1
3374,51,3,7
3475,43,7,9
3538,42,9,1
3773,52,6,3
3437,59,2,9
4417,53,2,1
3852,67,6,9
2977,43,2,2
2629,51,5,9
2642,44,1,9
3874,65,4,7
3127,55,2,7
2508,45,1,3
2269,53,4,3
3440,44,5,9
4116,51,9,4
4114,56,1,9
4399,61,7,2
2219,55,7,3
3322,69,4,6
3344,47,5,4
2124,65,6,6
3544,43,9,4
4434,65,1,3
2672,68,4,9
2865,69,8,2
2659,67,6,8
2324,70,9,7
2129,60,2,4
2446,62,4,6
2630,61,7,4
2853,50,9,8
2127,59,2,2
3785,64,4,9
3946,55,8,3
2908,48,7,7
2530,61,4,3
2593,40,9,7
2557,49,2,4
3688,47,1,9
2663,57,9,5
3380,43,7,1
2511,57,9,4
4391,64,1,4
3216,70,7,4
2666,47,9,6
3357,46,5,7
3969,53,9,7
2310,49,7,9
3358,62,9,7
3763,49,4,7
4094,41,8,8
2349,48,4,5
4412,65,6,7
2228,62,5,3
3515,41,2,9
3817,56,2,7
3257,59,6,4
2664,40,9,7
3789,43,3,3
3375,68,8,6
4234,45,5,8
4013,54,3,2
2748,61,9,9
2779,51,9,3
3286,41,6,9
3550,52,5,8
2304,57,9,4
2797,63,7,4
2722,61,2,5
3474,69,6,6
2166,54,9,1
4059,64,4,6
2235,53,1,5
2738,56,8,7
2455,58,4,7
3228,59,5,5
3457,47,4,7
3158,45,7,3
3283,41,8,6
4324,59,9,5
3196,60,4,6
2374,57,3,7
2481,55,4,6
3080,70,2,8
2745,52,8,5
2682,67,9,5
4437,56,6,5
3384,43,8,3
3492,69,3,1
3942,55,4,9
3847,55,4,2
2513,52,2,8
3882,69,7,4
2661,63,9,4
2939,50,7,8
2526,67,7,6
2934,49,8,8
2686,45,1,8
2345,46,6,9
2811,44,7,2
4335,41,4,1
4434,57,6,1
2437,53,2,4
3226,58,3,7
2175,42,1,8
2917,53,8,1
3119,58,4,5
2533,55,8,3
4248,58,2,1
3217,64,4,4
2429,43,2,3
4460,65,1,3
4111,47,1,2
3796,65,1,3
2441,52,2,1
4067,43,2,8
3787,58,7,8
3720,46,4,7
3950,51,7,5
4165,59,6,1
3193,64,2,1
3642,61,2,3
3560,68,2,7
4454,50,4,4
2593,52,8,5
3493,63,6,4
2374,59,8,5
2496,67,5,9
2347,65,9,9
3822,51,2,4
3526,47,1,7
2426,44,5,9
3211,70,1,3
2442,61,3,1
2627,60,6,2
2263,58,5,9
4227,60,3,6
4162,43,3,3
3580,44,2,2
3272,60,2,6
4314,45,5,6
3416,66,6,3
2876,45,1,6
3661,41,6,2
4084,58,4,5
3645,58,8,5
3562,42,7,5
3194,40,6,4
3850,69,6,4
2892,57,4,6
2675,70,3,7
2354,61,9,3
2772,64,3,4
3614,45,2,7
3946,68,7,2
4412,54,6,9
3937,66,6,6
2514,44,8,8
3961,66,4,4
4004,47,6,8
4183,66,4,3
4301,45,5,9
3564,40,5,7
2672,47,2,2
4266,46,3,3
4167,65,4,2
2368,60,1,2
3584,48,5,6
3457,42,7,6
4144,57,1,3
4496,57,1,7
4471,52,3,6
4418,63,7,9
3058,56,4,7
2803,41,4,3
3193,59,9,5
3871,57,5,4
2844,46,4,7
2751,56,4,2
3455,65,9,6
2869,59,8,2
4398,51,8,5
4240,49,5,2
2385,66,3,4
2170,63,3,1
2809,50,8,8
2153,43,7,8
3768,42,4,5
3707,44,9,1
2690,41,2,2
4321,44,7,3
3341,41,4,8
3505,42,5,4
4159,50,5,6
2371,49,2,3
3448,42,2,5
3145,56,7,6
2129,54,2,7
3971,49,7,4
2248,59,5,7
2124,64,5,5
2525,45,4,6
2572,70,7,9
3872,52,2,9
2620,41,9,3
3866,49,2,2
2392,52,4,7
2295,59,9,5
4211,59,5,8
3909,41,8,6
2730,48,5,3
4408,50,2,2
3631,48,5,8
3652,61,4,1
2206,57,9,3
2804,51,2,2
2473,68,5,9
4257,67,5,7
2164,43,9,3
3821,64,3,4
4095,45,9,2
4029,47,4,5
3989,54,6,2
3477,50,1,9
2379,60,9,9
2989,50,5,1
4417,58,1,3
4113,62,4,1
4452,70,9,6
2920,67,5,5
2152,60,7,1
2498,67,8,2
2984,56,1,2
2196,50,8,7
3850,57,5,7
3397,70,9,7
2631,55,2,5
3924,46,5,3
2459,40,8,7
3486,65,9,5
3227,69,9,7
3558,68,2,5
2731,48,6,5
3816,63,2,7
3479,64,3,2
2413,42,1,3
4345,69,2,9
2803,69,4,2
2352,55,3,2
2335,56,5,7
2430,46,3,1
3934,46,6,8
2306,45,2,6
2140,59,2,6
2819,59,2,8
3277,47,5,3
2254,69,6,6
3033,58,7,5
2398,68,8,6
3631,66,4,2
2652,65,4,8
3294,41,7,2
2748,51,6,8
2185,54,3,7
2572,58,7,8
3451,54,7,2
3907,58,2,5
2163,53,1,4
3903,52,5,7
2156,55,4,2
4037,57,1,4
4187,55,8,4
3013,44,1,4
2895,41,6,6
3666,44,4,9
2804,68,7,6
2520,44,9,4
4405,70,9,9
2667,44,1,4
4060,70,7,9
4333,55,8,6
3239,62,1,8
2307,46,9,6
4120,70,1,3
3546,53,5,4
4269,48,8,2
4035,60,3,1
2394,52,5,8
2129,44,9,8
3344,56,8,5
3864,55,5,3
2413,62,3,1
4272,58,5,5
4110,46,9,1
3747,50,8,7
3755,48,6,1
2587,52,5,8
3301,65,3,9
2515,51,7,7
3887,68,1,6
3273,67,8,6
3727,67,6,3
2979,50,4,5
3711,52,7,9
3282,67,1,2
3581,51,9,2
4316,64,4,8
3046,46,5,8
2223,67,4,6
4100,49,9,8
4418,63,8,1
3032,41,7,8
2541,45,6,4
4124,51,6,6
3314,55,9,9
2710,45,9,7
3906,68,6,2
3125,43,9,6
4448,52,1,9
4260,47,5,9
3756,57,8,4
3981,47,8,3
2836,45,8,1
2686,59,9,4
3799,43,4,6
3915,63,6,9
3946,70,5,4
3997,55,7,1
2879,67,4,6
3909,68,5,1
2572,57,6,5
3931,58,7,3
3938,64,4,9
2727,47,2,5
3283,51,4,1
2328,65,3,1
3872,41,3,5
3153,41,8,8
2898,68,6,6
4182,42,9,6
3365,54,9,6
4343,53,3,3
2359,63,7,2
3926,41,9,6
4020,46,8,1
2353,56,3,1
2213,61,9,6
3906,64,2,5
4216,45,7,9
4461,60,4,2
4460,65,4,3
3996,63,8,1
3152,56,4,8
4089,53,2,9
3678,52,8,3
4199,64,1,6
3521,41,7,3
2673,55,3,9
3091,70,4,6
2240,60,6,2
3381,53,7,2
4410,52,3,9
3178,56,1,5
2385,49,1,7
4386,61,8,5
2653,46,2,8
4143,62,3,6
3987,68,3,8
2340,43,7,7
3879,45,8,4
4196,56,5,4
4040,54,4,1
3768,67,5,1
3626,68,3,6
3859,63,1,7
3632,50,9,6
3171,53,3,5
3716,66,3,4
3535,43,4,2
3973,65,3,3
3112,66,9,9
3388,43,4,5
2921,55,6,5
3434,50,3,9
2347,52,1,4
3719,66,8,5
4077,49,2,4
3768,60,3,6
2457,52,4,7
3627,70,3,4
4176,47,2,9
3521,43,5,3
2985,64,3,7
2660,41,2,9
3949,53,4,1
2197,51,3,5
2741,62,1,6
4241,58,3,6
2167,42,6,5
2233,68,6,3
3708,56,4,9
2417,44,7,4
2970,49,7,4
3426,62,1,9
3205,65,3,4
3723,65,7,1
2454,67,1,4
2459,50,9,5
3674,63,2,2
2213,66,3,8
2559,44,9,6
4482,46,5,4
2393,70,1,9
3162,43,9,4
2139,58,9,4
3995,61,3,3
2117,45,4,3
2438,66,6,3
3283,66,7,7
4069,61,8,7
3381,60,8,3
2498,64,5,2
2720,45,7,5
2400,42,9,1
3967,58,3,8
4157,47,7,4
2306,56,7,7
2306,68,2,4
2125,55,8,6
3384,66,2,5
3053,70,5,8
4187,67,6,9
2551,44,6,1
2806,51,4,5
2847,43,6,3
3275,66,1,1
2161,46,1,1
3155,65,7,8
3441,56,4,9
4083,64,8,9
3248,50,7,7
4430,49,5,6
2911,44,3,3
2131,54,6,4
2971,46,5,5
4402,61,4,5
3114,42,7,6
3833,51,3,4
2355,41,4,4
3595,41,9,1
3916,42,9,5
3537,67,8,1
2952,68,4,1
2147,63,2,2
2234,66,9,3
2754,69,6,6
3973,59,9,1
2229,40,2,5
2223,55,1,1
3232,68,6,3
3878,49,3,1
3233,59,3,7
2207,68,8,5
2146,48,4,1
4246,64,3,6
2831,62,5,3
4410,45,4,1
2372,66,7,2
4254,48,4,6
3848,46,4,2
2590,50,6,9
4279,54,2,2
4453,66,2,5
2561,43,7,3
4415,65,2,9
2539,50,3,9
3331,40,3,2
3245,59,4,8
3152,40,1,2
2172,45,9,9
4160,44,8,4
3020,50,6,9
3044,70,6,4
4325,58,1,2
4321,49,9,6
2599,70,4,7
2858,45,5,6
2363,61,9,9
2717,41,8,7
3757,62,9,4
2384,55,2,5
2452,47,9,6
4424,65,3,1
3737,43,1,5
4235,41,4,3
4012,40,8,3
4130,54,4,7
2508,45,9,5
3449,64,7,6
3410,66,8,2
3980,64,7,6
2474,51,8,2
3579,54,7,9
3562,45,7,5
3265,58,1,6
3612,49,1,7
3835,70,3,1
3522,51,4,5
3900,53,1,2
2188,49,9,9
2829,70,5,1
3013,40,5,8
2941,69,1,7
3776,68,6,4
3976,49,8,5
3887,43,3,1
3449,65,5,9
2464,57,1,9
2437,44,8,5
3931,55,3,1
3166,47,7,1
2931,57,9,2
2602,42,2,8
4183,49,8,6
4340,60,3,5
3540,41,8,4
3182,59,5,9
3468,61,9,7
2887,43,6,1
2982,69,2,5
2291,58,8,2
2433,42,5,6
3184,52,2,5
3113,53,8,5
3372,45,1,6
3746,50,3,3
2236,56,2,3
3508,53,6,1
2316,52,9,6
2522,40,1,5
2520,67,4,6
2932,60,2,4
4199,54,9,8
2789,65,4,2
3062,47,5,6
3407,59,7,2
3742,52,9,2
3118,60,8,8
3448,51,4,7
2550,64,2,1
3551,67,3,2
2986,52,7,1
2582,47,9,2
3284,68,8,6
2630,55,4,7
2883,64,4,2
3722,57,8,3
3903,53,9,4
3238,63,8,1
4100,69,7,6
3041,51,4,6
4191,43,3,2
2727,70,3,7
4166,65,6,7
4284,54,2,9
3695,66,7,1
4089,70,3,3
2617,50,7,2
2966,57,4,9
3299,48,4,7
2590,53,8,3
3061,46,1,4
3303,45,5,8
2472,42,8,5
3537,61,2,5
3270,59,3,6
2773,43,6,2
2235,61,7,6
2121,52,4,6
4457,61,4,2
2500,41,4,3
3831,67,6,4
3439,60,8,1
4174,63,3,5
2509,62,9,5
2585,48,9,5
3240,48,5,2
3291,47,4,2
3699,68,3,3
3561,54,3,6
3908,66,2,8
3085,61,4,3
2947,54,7,9
2504,60,7,1
2855,53,4,9
3631,41,6,7
4306,56,4,2
3477,41,8,3
2146,41,9,2
2141,41,7,5
2354,42,6,5
3905,57,6,1
3524,47,3,9
2872,69,7,7
3287,57,2,5
3725,65,6,7
3236,51,3,3
2218,55,5,9
4066,63,7,4
3586,52,1,7
2247,46,9,5
2195,52,2,8
3533,65,5,7
2426,69,9,7
3937,44,2,5
2748,53,4,7
3872,68,5,9
2686,68,3,6
2655,50,8,8
2625,67,2,8
2153,43,3,6
2618,42,6,3
2980,55,2,7
2683,42,2,4
3684,40,7,6
3767,66,7,2
3350,67,5,2
2994,61,3,9
2606,66,9,8
3507,42,4,3
3930,65,2,2
2954,45,9,8
3094,43,7,5
3222,45,5,5
2113,45,2,4
2167,59,7,4
3692,57,6,9
2564,62,1,6
4137,57,1,6
4168,42,4,3
2116,66,8,1
2375,54,3,1
4011,46,9,6
2866,64,1,6
4078,40,5,4
2890,65,4,7
4151,66,8,4
2640,57,6,4
3201,63,4,8
3747,57,3,7
3711,66,8,7
3278,63,1,7
4380,63,8,5
4312,66,9,1
3991,57,2,6
3824,54,9,1
3244,41,3,4
4196,40,4,4
3118,42,3,7
3356,52,5,5
2308,51,1,9
3429,50,6,2
3627,41,6,6
3965,53,9,6
2921,44,3,5
3739,62,2,1
2375,59,7,1
2669,51,8,2
3646,68,2,6
3678,58,9,8
2632,53,2,7
4234,49,6,4
3405,57,2,1
2850,62,9,1
3720,68,8,5
2109,68,4,9
3263,43,8,7
2831,67,6,5
4186,45,8,9
2715,58,4,6
2624,53,1,7
2868,64,1,6
2464,41,2,2
3747,70,3,7
3015,65,9,1
4389,56,4,5
3378,55,2,4
2843,40,3,1
3729,45,4,3
4308,52,6,2
2144,59,5,3
4208,70,2,6
2722,52,6,4
4240,41,5,9
3435,64,3,8
4457,61,9,7
2505,62,6,6
2826,67,9,8
4481,55,3,5
2418,59,6,6
2123,68,7,2
3782,48,1,2
3363,40,4,3
4249,68,7,1
4075,45,9,8
2744,50,7,1
3639,69,2,9
2362,48,2,1
3808,63,6,3
2904,54,5,6
2513,44,6,2
2330,49,2,5
4429,46,7,2
2830,45,3,8
2797,40,1,7
2235,65,7,7
2141,43,7,8
4231,51,3,4
3370,49,8,8
3255,61,8,7
4101,55,4,2
3933,43,8,1
3841,68,2,7
2955,56,3,7
2460,43,4,3
2338,57,3,8
2543,60,4,9
4495,49,4,4
3784,56,9,1
3487,55,5,1
3949,60,5,1
2332,44,8,5
4142,56,8,4
3669,66,4,8
3759,59,2,1
4032,62,4,7
4462,43,5,8
4206,61,1,8
3671,57,9,6
2868,47,2,3
2760,70,2,4
2760,68,2,8
3353,46,7,4
3585,53,7,4
3116,54,8,3
2323,61,5,2
2279,67,1,5
4100,58,2,5
3366,61,4,7
4262,43,7,7
3505,55,2,1
2478,51,5,9
2602,64,1,9
3653,59,5,6
3258,47,2,6
3450,56,5,5
3909,48,3,1
2767,67,2,9
4228,66,7,9
3677,62,7,6
3602,44,6,6
2878,49,1,1
3362,41,4,9
4449,56,1,3
4375,40,8,6
2173,65,6,6
3001,64,4,9
3755,41,7,5
2782,52,6,3
3914,46,1,7
3449,48,5,3
4209,67,1,8
2336,42,4,1
3306,65,8,9
3308,61,9,6
4270,62,2,4
2489,70,4,5
3081,41,6,7
3264,64,3,1
2453,66,7,2
4125,65,7,6
2637,68,3,5
2976,44,4,2
2886,69,5,6
3809,50,4,2
4238,63,6,9
2686,70,4,2
2123,53,9,9
4155,63,5,1
2421,68,1,8
4320,68,9,1
4337,42,7,1
3140,47,4,1
2537,48,1,7
4229,67,5,5
3585,60,2,6
2526,40,7,6
4003,67,7,7
3313,51,9,9
2350,68,2,5
3330,65,1,6
3014,66,7,9
3248,57,1,1
2331,60,9,3
2586,56,8,8
3126,58,8,4
2260,54,6,2
3468,49,6,1
4359,42,4,7
3640,47,1,2
3032,43,1,6
3852,49,9,5
2605,59,8,8
3995,46,6,2
3661,60,8,7
2369,69,9,4
4305,56,5,9
4053,70,4,9
4463,47,3,3
2480,44,6,3
2660,63,8,9
3450,47,7,1
4240,53,5,8
3032,66,4,6
3772,42,8,4
2539,41,8,4
3503,67,1,3
3253,59,1,7
3065,70,3,4
4121,68,7,1
4032,59,7,8
2959,42,9,7
3630,68,3,4
3615,43,9,7
3444,70,7,8
3742,44,6,8
3205,43,9,8
3494,52,1,8
4128,48,9,9
3907,55,8,7
2637,67,5,9
2705,64,8,5
3574,49,4,4
4112,62,8,8
4070,52,2,6
4091,41,9,9
3181,51,5,2
4337,50,2,3
2763,57,6,4
3536,66,9,4
3840,42,8,4
4237,69,3,2
4181,44,8,4
2961,40,5,3
3928,57,5,9
3675,54,9,7
3391,42,9,8
4102,48,5,1
3440,65,7,2
2628,46,7,2
2110,61,9,9
3102,56,6,6
2411,44,4,4
2333,62,8,3
2298,63,2,5
2217,43,1,5
2825,62,7,6
3418,44,8,9
2980,64,5,5
2844,40,4,7
2862,57,9,8
4499,65,3,8
2446,64,6,7
2795,43,6,9
2232,43,2,2
3764,54,5,8
4227,45,6,7
2331,62,4,8
2393,48,1,6
2442,42,3,5
4444,70,2,8
3807,61,3,7
3641,44,2,1
3964,46,6,1
2625,56,6,7
4309,63,7,9
4286,59,7,3
3842,40,6,2
3488,47,1,9
3541,44,6,9
3087,49,3,2
3599,57,1,5
3995,59,2,3
3828,68,9,6
2988,56,6,1
4035,46,2,1
2722,50,3,4
2178,54,1,1
3264,52,9,9
3101,46,4,9
4483,40,5,1
