번호,시각,스레드,소요시간(ms),SQL타입,커넥션ID,테이블,SQL(200자)
263,2025-12-17 21:09:16.157,http-nio-8185-exec-46,0,SELECT,10,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
264,2025-12-17 21:09:16.157,http-nio-8185-exec-36,0,SELECT,7,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
265,2025-12-17 21:09:16.157,http-nio-8185-exec-21,0,SELECT,57,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
266,2025-12-17 21:09:16.157,http-nio-8185-exec-31,0,SELECT,51,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
267,2025-12-17 21:09:16.157,http-nio-8185-exec-46,0,SELECT,50,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
268,2025-12-17 21:09:16.157,http-nio-8185-exec-36,1,SELECT,49,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
269,2025-12-17 21:09:16.158,http-nio-8185-exec-22,0,SELECT,3,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
270,2025-12-17 21:09:16.158,http-nio-8185-exec-29,0,SELECT,9,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
271,2025-12-17 21:09:16.158,http-nio-8185-exec-22,0,SELECT,56,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
272,2025-12-17 21:09:16.158,http-nio-8185-exec-29,0,SELECT,55,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
273,2025-12-17 21:09:16.158,http-nio-8185-exec-49,0,SELECT,6,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
274,2025-12-17 21:09:16.158,http-nio-8185-exec-49,0,SELECT,48,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
275,2025-12-17 21:09:16.158,http-nio-8185-exec-26,0,SELECT,5,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
276,2025-12-17 21:09:16.158,http-nio-8185-exec-18,0,SELECT,8,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
277,2025-12-17 21:09:16.158,http-nio-8185-exec-26,0,SELECT,54,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
278,2025-12-17 21:09:16.158,http-nio-8185-exec-39,0,SELECT,4,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
279,2025-12-17 21:09:16.158,http-nio-8185-exec-18,0,SELECT,52,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
280,2025-12-17 21:09:16.158,http-nio-8185-exec-39,0,SELECT,53,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
281,2025-12-17 21:09:16.159,http-nio-8185-exec-36,0,SELECT,7,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
282,2025-12-17 21:09:16.159,http-nio-8185-exec-46,0,SELECT,10,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
283,2025-12-17 21:09:16.159,http-nio-8185-exec-36,0,SELECT,49,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
284,2025-12-17 21:09:16.159,http-nio-8185-exec-46,0,SELECT,50,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
285,2025-12-17 21:09:16.159,http-nio-8185-exec-31,0,SELECT,1,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
286,2025-12-17 21:09:16.159,http-nio-8185-exec-31,0,SELECT,51,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
287,2025-12-17 21:09:16.159,http-nio-8185-exec-49,0,SELECT,6,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
288,2025-12-17 21:09:16.159,http-nio-8185-exec-49,0,SELECT,48,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
289,2025-12-17 21:09:16.160,http-nio-8185-exec-21,0,SELECT,2,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
290,2025-12-17 21:09:16.160,http-nio-8185-exec-29,0,SELECT,9,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
291,2025-12-17 21:09:16.160,http-nio-8185-exec-21,0,SELECT,57,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
292,2025-12-17 21:09:16.160,http-nio-8185-exec-29,0,SELECT,55,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
293,2025-12-17 21:09:16.160,http-nio-8185-exec-22,0,SELECT,3,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
294,2025-12-17 21:09:16.160,http-nio-8185-exec-22,0,SELECT,56,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
295,2025-12-17 21:09:16.160,http-nio-8185-exec-39,0,SELECT,4,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
296,2025-12-17 21:09:16.160,http-nio-8185-exec-18,0,SELECT,8,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
297,2025-12-17 21:09:16.160,http-nio-8185-exec-39,0,SELECT,53,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
298,2025-12-17 21:09:16.160,http-nio-8185-exec-18,0,SELECT,52,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
299,2025-12-17 21:09:16.160,http-nio-8185-exec-26,0,SELECT,5,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
300,2025-12-17 21:09:16.160,http-nio-8185-exec-26,0,SELECT,54,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
301,2025-12-17 21:09:16.160,http-nio-8185-exec-36,0,SELECT,7,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
302,2025-12-17 21:09:16.160,http-nio-8185-exec-46,0,SELECT,10,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
303,2025-12-17 21:09:16.160,http-nio-8185-exec-31,0,SELECT,1,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
304,2025-12-17 21:09:16.160,http-nio-8185-exec-46,0,SELECT,50,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
305,2025-12-17 21:09:16.160,http-nio-8185-exec-36,0,SELECT,49,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
306,2025-12-17 21:09:16.160,http-nio-8185-exec-31,0,SELECT,51,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
307,2025-12-17 21:09:16.161,http-nio-8185-exec-39,0,SELECT,4,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
308,2025-12-17 21:09:16.161,http-nio-8185-exec-26,0,SELECT,5,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
309,2025-12-17 21:09:16.161,http-nio-8185-exec-18,0,SELECT,8,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
310,2025-12-17 21:09:16.161,http-nio-8185-exec-39,0,SELECT,53,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
311,2025-12-17 21:09:16.161,http-nio-8185-exec-26,0,SELECT,54,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
312,2025-12-17 21:09:16.161,http-nio-8185-exec-18,0,SELECT,52,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
313,2025-12-17 21:09:16.161,http-nio-8185-exec-22,0,SELECT,3,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
314,2025-12-17 21:09:16.161,http-nio-8185-exec-21,0,SELECT,2,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
315,2025-12-17 21:09:16.161,http-nio-8185-exec-29,0,SELECT,9,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
316,2025-12-17 21:09:16.161,http-nio-8185-exec-22,0,SELECT,56,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
317,2025-12-17 21:09:16.161,http-nio-8185-exec-21,0,SELECT,57,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
318,2025-12-17 21:09:16.161,http-nio-8185-exec-29,0,SELECT,55,REVIEWS,select count(r1_0.REVIEW_ID) from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444')
319,2025-12-17 21:09:16.162,http-nio-8185-exec-21,0,SELECT,2,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
320,2025-12-17 21:09:16.162,http-nio-8185-exec-40,0,SELECT,6,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
321,2025-12-17 21:09:16.162,http-nio-8185-exec-21,0,SELECT,57,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
322,2025-12-17 21:09:16.162,http-nio-8185-exec-29,0,SELECT,9,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
323,2025-12-17 21:09:16.162,http-nio-8185-exec-40,0,SELECT,58,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
324,2025-12-17 21:09:16.162,http-nio-8185-exec-22,0,SELECT,3,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
325,2025-12-17 21:09:16.162,http-nio-8185-exec-29,0,SELECT,55,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
326,2025-12-17 21:09:16.162,http-nio-8185-exec-22,0,SELECT,56,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY","SELECT property_id, apt_nm FROM properties_charter WHERE property_id IN ('44444444444444444444444444444444') UNION ALL SELECT property_id, apt_nm FROM properties_monthly WHERE property_id IN ('4444444"
327,2025-12-17 21:09:16.163,http-nio-8185-exec-9,0,SELECT,7,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
328,2025-12-17 21:09:16.163,http-nio-8185-exec-38,0,SELECT,1,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
329,2025-12-17 21:09:16.163,http-nio-8185-exec-48,0,SELECT,10,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
330,2025-12-17 21:09:16.163,http-nio-8185-exec-9,0,SELECT,60,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
331,2025-12-17 21:09:16.163,http-nio-8185-exec-38,0,SELECT,61,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
332,2025-12-17 21:09:16.163,http-nio-8185-exec-48,0,SELECT,59,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
333,2025-12-17 21:09:16.164,http-nio-8185-exec-16,0,SELECT,8,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
334,2025-12-17 21:09:16.164,http-nio-8185-exec-13,0,SELECT,4,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
335,2025-12-17 21:09:16.164,http-nio-8185-exec-24,0,SELECT,5,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
336,2025-12-17 21:09:16.164,http-nio-8185-exec-16,0,SELECT,62,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
337,2025-12-17 21:09:16.164,http-nio-8185-exec-13,0,SELECT,64,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
338,2025-12-17 21:09:16.164,http-nio-8185-exec-24,0,SELECT,63,"PROPERTIES_CHARTER, PROPERTIES_MONTHLY",SELECT property_id FROM properties_charter WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%' UNION ALL SELECT property_id FROM properties_monthly WHERE apt_nm LIKE '관악산 삼성산 주공 3단지' || '%'
339,2025-12-17 21:09:16.165,http-nio-8185-exec-40,1,SELECT,6,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
340,2025-12-17 21:09:16.165,http-nio-8185-exec-40,1,SELECT,58,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
341,2025-12-17 21:09:16.165,http-nio-8185-exec-9,0,SELECT,7,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
342,2025-12-17 21:09:16.165,http-nio-8185-exec-48,0,SELECT,10,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
343,2025-12-17 21:09:16.165,http-nio-8185-exec-9,0,SELECT,60,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
344,2025-12-17 21:09:16.165,http-nio-8185-exec-38,0,SELECT,1,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
345,2025-12-17 21:09:16.165,http-nio-8185-exec-48,0,SELECT,59,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
346,2025-12-17 21:09:16.165,http-nio-8185-exec-38,0,SELECT,61,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
347,2025-12-17 21:09:16.166,http-nio-8185-exec-13,0,SELECT,4,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
348,2025-12-17 21:09:16.166,http-nio-8185-exec-24,0,SELECT,5,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
349,2025-12-17 21:09:16.166,http-nio-8185-exec-16,0,SELECT,8,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
350,2025-12-17 21:09:16.166,http-nio-8185-exec-13,0,SELECT,64,REVIEWS,"select r1_0.REVIEW_ID,r1_0.CONTENT,r1_0.CREATED_AT,r1_0.PROPERTY_ID,r1_0.RATING,r1_0.UPDATED_AT,r1_0.USER_ID from REVIEWS r1_0 where r1_0.PROPERTY_ID in ('44444444444444444444444444444444') order by r"
